Comment,Link
thứ 3 thật là nhân văn,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
từng có ý định về quê trên xe buýt của CTY lipovitan nhưng nghỉ lại thì nhiều người còn khổ nên nhường lại cho những người khó khăn hơn mình,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Đặc biệt nhất là tôn hoa sen chứ,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ô từ bình dươnh đến quảng bình à anh,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
uầy Lipovitan xài xe năng lượng sạch CNG để chở công nhân,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ướt có,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Tôn hoa sen,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Ok. Từ nay sẽ uống thay redbull,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Em ở bình dương nè,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
riêng ước mơ có chục bộ ps5 thì ko có 😁😁😁,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Tóm lại mua là mất tiền 😅,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ước đc bộ PC 40 củ,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Công ty có mua pallet nhựa ko ạ ?,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
i phone 15 pro max dc ko ta🤑,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
em ở bình dương cần về cà mau 🥺,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ước Lamborghini:)),https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Được mấy chuyến ?,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Ai nhờ cái nước tăng lực này mà em Mất ngủ cả đêm,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Ngon lắm ae tui lúc trước làm căn tin bán nước đó uống lần tui ghiền ngày nào cx uống,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
nước hôm bưa đi chơi thấy bản hiệu táp hóa nước mật ông mà thành mậc ông,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
:))) cty trước t làm nó có chiến dịch này lâu lắm r,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
E ở Bỉnh Dương nè,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
hcm đi về miền trung đk,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Tôn hòa sen🌹🌹🌹,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ủa miền tây đâu,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
@Trâm có khánh hoà nè,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Lipo đa số cty nào cũng nhiều ng uống,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Nhà mình toàn nước này,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
4/2 sinh nhật mình:),https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Chắc ảnh PR😅,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
đẹp quá,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
😅 quag cáo có khác 😅,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Tuyệt vời,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Redbull 🙃🙃🙃,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
very good,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ngay ngày snhat mik ln🥰,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
qua ngày đăng ký rồi xem trễ quá,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
miễn phí về quê vậy lên lại thì sao,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
"ước có
1. youlong
2. Yonex AsTrox 100zz
3. Yonex AsTrox 1000z
4. komboo k520 pro
ước zậy hoi[yummy]",https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
@My My🍀🍀,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
@Nga 1990,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
😁😁😁,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
@Anh Ngắn Gọn,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
@HảiiPhạmm⚒,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
[😯+🌹],https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
😂😂,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
@lynhlynhshoppijama,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
lần đầu tiên mình xem hết video quảng cáo.,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
quảng cáo à,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
"hồ hỡi vào thì chương trình đaz đóng đăng kí, vậy còn đăng lên làm gì k biết nữa😳",https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ước có người yêu,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
thanh hóa cũng miền trung mà sao k thấy hiện lên ta 😂,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
K biết đúng k nhưng mình nhìn màu sắc trên lon k hấp dẫn :)) k giống lước tăng lực,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
đứng thuê chổ che chổ bán của t t đã lên tiến kêu đứng xít dô cho t bán mặc dù thuê nhà bên kia thế Là thái độ đòi lao vào đọ sức vs t,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
tôn hoa sen 💀,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
cho e hỏi ko có xe về miền Tây à kì thị miền tây hả,https://www.tiktok.com/@lipovitan.vn/video/7319370477871336711?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Chứ về mỗi mùng 1 thế còn rằm thì sao,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Có chuyến nào từ bình Phước về hà giang ko ?? 3 năm nay rồi chưa về,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
e ko có nhà để về😳,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
sao lại về chắc mùng 1 mà lại rằm ko về,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Ý nghĩa quá ạ🫶,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Tết này e hk có về,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
"tưởng về mùng 2,16 chứ 😂",https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
còn 15 và cả tháng 7 nữa chứ,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Tự nhiên lạ muốn xa nhà hơn là ở nhà,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Nước này ngon mà chất lượng ghê,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
tôi không có nhà để về.,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
không về nổi🥺🥺🥺,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Tết này mình có lẽ không về,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
không có 🥺🥺🥺🥺🥺,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Con về mùng 4 xong mùng 8 về,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Mới nghe giật mình. Thế rằm lại bận k về à?,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
mình ở vũng tàu tuy gần sg thật nhưng tính chất công việc lại không cho minhg về nhà mỗi dịp tết được thật sự mình cx rất nhớ gia đình,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Minh cung ko ve,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
bác về mùng 1 sao-rằm lại k về😂,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
về cả tháng 7 nữa chứ 😁,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Vé cao quá,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
e về hẳn sớm hơn 1 tháng,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
tao cũng hay đi về mùng 1 rồi đây,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
còn ngày rằm thì sao anh.,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
em quay vào ô trực tết anh ạ😂,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
có ông nào về 15 vs 30 k rk,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
thật ý nghĩa 🥰,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Rằm cũng về bạn nhá ko mẹ mong,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
năm nay ko về rồi,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ơ😳. chứ thế rằm ko về à??😁😁,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Ko về 😂,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
"Cảm ơn e, chú bộ đoại, video quảng cáo nhưng cũng rất ý nghĩa với những người xa quê hương",https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Tết này ko tiền chắc em ko dám về quê luôn.🥺,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ý nghĩa lắm bạn.,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
tiền đâu mà zề😁,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
em không về,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
kh về nhà,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
mới trúng 2 tỷ,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
nếu có cơ hội ai chả muốn về...,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
rằm ko về ak😳,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Em về đêm giao thừa thôi,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
cảm ơn lipovitan,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
tôi ko về lâu lâu nữa đêm mới về thăm rồi lại đi🥺,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Tháng 7 chắc về cả Tháng chứ,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
rằm nữa chứ😂,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
@Yến Nhi sv ngheo hay xem vd này,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Vậy 15 với 30 ko về à😳,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
15 k về hả😅,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
mùng 10 mới về 😞,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
"1 và 15,cứ về thôi🥺",https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Ba mình ko về,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
k về a ơi khổ rồi 😳,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ko a ơi ở lại làm tết rồi,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
bon pakky,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ko@Kimhye🤗,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
e tính ko về ạ😅,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
em không anh,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
@𝘓𝘦̂ 𝘏𝘰̂̀𝘯𝘨 Đ𝘶̛́𝘤,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
@ZiênZiên92,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
e ko về dc tại e ko có quê,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
🥰,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
@Phương Lan Baekhyun❤,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
😥😥😥,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
@Tứn Hay Nóii,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
🥰🥰🥰🥰🥰🥰🥰,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
nói sợ thế,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
"tết nay mình không về quê , vì chẳng có tiền để về quê , làm tháng này như không công , k còn ngàn",https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
hãng nước này có chuyến xe về quê free phải ko mọi người,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Có,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
muốn cũg ko đc hazz,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
tui là ai@Dang Quang @Sibichi Tiên👑Bèo(Mẹ Kem&Kẹo) @Nguyen Khai @Đức Long @thích nghe nhạc ⭐ @Pô & Nịnh @Good Perfume @AE Xóm Tây @troll nguoi la,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
nghe cấn cấn sao ấy,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
"Mình dù thế nào cũng sẽ về, nhà còn có bà có bố mẹ, có cả anh chị, dù có tiền hay không thì mọi người cũng mong chờ đông đủ",https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ko,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
"tết là phải về chứ , đi cả năm , mấy ngày tết mới về đc , mỗi lần về là thấy cha mẹ lại già thêm đi , cho nên hãy về để đc gặp cha mẹ khi còn có thể nhé 🙂",https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
tao uống ngon mà tụi m cứ chê mặc dù ko bằng bò húc nhưng mà giá hợp lý t vẫn thích,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
31/12 hết hạn s tháng 1 mới đăng nhỉ😂😂,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
hồng treo gió🤣🤣🤣,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Thế mà mọi người cứ bảo. Tháng về 2 ngày. Giờ e mới biết. Chỉ về 1 ngày thôi. Bị lừa rồi 🥺🥺🥺,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ko. con cái còn nhỏ dại. sao bỏ lại đc. đi xa lắm bé nhỏ quá chụi ko nổi.,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Ko ve me dui ra khoj nha,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Lmj có nhà mà về,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ko về đâu 😂,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
Tết này ko đc về nhà ăn tết với gia đình rồi buồn,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
"chắc gd lo cho anh lắm, về được mỗi mùng 1",https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
không ông ngoąi em mât 😔😔😔😔😞😞😞😞😢🥺🥺🥺,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
lipovitan. uống vào tan thận tan gan,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
ngày rằm nữa,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
db,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
🔪🔪🔪,https://www.tiktok.com/@lipovitan.vn/video/7319370370090274056?is_from_webapp=1&sender_device=pc&web_id=7354349897120171521
