Comment,Link
Nhùng và nhằng 😂😂😂,https://www.tiktok.com/@lipovitan.vn/video/7319377699707899154?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
phương trang vs thành bưởi à :)),https://www.tiktok.com/@lipovitan.vn/video/7319377699707899154?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
sản phẩm oke lắm ạ,https://www.tiktok.com/@lipovitan.vn/video/7319377581101370632?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
mình ngày nào cũng uống lipovitan hết 😁😁,https://www.tiktok.com/@lipovitan.vn/video/7319371314093919496?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
ngày nào t cx uống lipovitan mặc dù ko mệt,https://www.tiktok.com/@lipovitan.vn/video/7319371314093919496?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
lipovitan mãi đỉnh,https://www.tiktok.com/@lipovitan.vn/video/7319371314093919496?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
ch muốn qua HQ lđi lm sao đi đc e,https://www.tiktok.com/@lipovitan.vn/video/7319371314093919496?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
em mỗi lần mệt mỏi đều uống ngon lắm anh ơi,https://www.tiktok.com/@lipovitan.vn/video/7319371314093919496?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Nghe Thịch ko hột dịch là đậm chất TN ghê 🤣🤣🤣,https://www.tiktok.com/@lipovitan.vn/video/7319371314093919496?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Quê t Hà tĩnh đi 2 ngày thôi chứ nhiu,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
tui cx ở bình dương(thuận an),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
cà mau xa lắc xa lơ lun 😂😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
trời ông nói z chắc. xe máy có để làm gì. mà phải đặc xe,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Hồi đó nhớ đi chung xe với mẹ nằm 1 cái dường tới trạm dừng chân mẹ kêu xuống đi vệ sinh ko đi vì buồn ngủ lúc mẹ xuống xe đi vệ sinh ngta nói còn 2p,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Nhà Tui Ở bình dương về quê tận đồng tháp tận 6 tiếng=},https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
từ nhà t về quê đi xe máy hơn 1tiếng một xí😁,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Qhuong t ở Quảng Ngãi nè,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
@QuynhAnhh đi xe đó😏,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
t muốn xĩu🥰,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
"Mua vé máy bay hết 3,7tr xót",https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
đi máy bay còn ghé bắt khách lẽ dọc đường nữa,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Xloi tui đã chạy xe về,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
chán...tui Tây Ninh về hơn 2000km chán😌,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
"Quê tui sơn la nè, chỉ có đi 3 chuyến xe mới tới nhà chứ mấy",https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
giờ t quanh năm không cần về quê ăn tết vì t ở bên ck ăn no ngủ khỏi bon chen tết vs tết 😁,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
có ai cách 1 căn là đến quê ko:),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
"cứu,nhà tao đặt vé Phương Trang😭",https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Tui đi xe riêng:)))),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Chào các đồn hương Hà tịnh,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
ở quê sẵng r nên ko lo😁,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
hết vé luôn,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
nhặc đến tết. tôi tự nhiễn lại nội da gà🥺🥺gần tết mà chưa trả hết nợ😳😳,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
còn 20 ngày là ek về nghệ An,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
sg về Quảng Nam bằng xe máy cho nó chill 😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
t đi máy bay,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
tôi toàn đi xe máy 😁😁😁,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
bạn tui đặt vé xe từ tháng 9😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
e đi về quê gần 8 tiếng 😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
ngày trước bán vé xe thág tết mệt lã người luôn hàg hóa khách gửi nhiều xe thì tăg cườg liên tục gọi khách ra lấy vé vs ck trước mệt lỗ tai luôn,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
nhà t kinh Doanh vận tài😅,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Nay có xe taxi ghép đưa đón tận nơi. Sướng như sếp.😳,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
hên quá chú mình chở😁,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
ai bình dương về cm nt tôi đặt vé nhe.,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
600km xe máy đi 13 tiếng 😅😅😅,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
xe ko đồng thì đi xe nhà,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
hên là nhà ngoai tui cách có 3km thôi🥰🥰🥰,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Tốp 1 bị xù lương 😅,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Sợ quá sợ quá. K về nữa😅😅,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
đi xe thà đi tàu mình hcm về thanh hóa 12 năm hiểu xe gần2tr đi xe hôi nhét chật khó thở ko nhúc nhích dx đi tàu 2tr2 thoáng mát đi lại thoải mái,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Của nhà trồng ba chạy xe tải muốn đi về lúc nào cũng được không tốn ngàn nào mà còn lãi🤣,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
tui ở Quảng Ngãi quê Quảng Nam😅,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
ko nhe. sợ la ko tiền thoi,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
nhà tui ở quê mà:)?,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Bình Phước (Đồng Phú)về Sóc Trăng (Mỹ Xuyên)🥺,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
đi phương trang sợ tới dà:)))),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
t ở nhà khỏi lo😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
t ở tuyên quang đag làm ở hcm sắp về rồi từ hcm về chỗ t 3 ngày,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Về nhà t có gần 2t,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
về quê công an chào đón anh chị em 😂😂😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
"combo em bé khóc , review phim max loa ngoài cứ phải gọi là kbh quên",https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
tui quê cao bằng đang tận bình dương 😪,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
bố t là lipovitan:)),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
đi máy bay về kkkkk,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
nhớ năm rồi có bạn lên xe ngủ một giấc mà xe chưa ra khỏi khu vực ở đó 😅,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Thật là ý nghĩa🥰,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
mik thấy bth mà nhà mik đi xe hơi ruêng:))))),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
vé 450k 🤡,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
"tăng gấp 2,5 lần",https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
May thế t gần. Did xe máy 😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Năm trước nhà tao ik xe hoa âu mà xém chết luôn may quá năm nay mua xe oto r,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
T đi về tận 7 phút cơ 😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
team đi máy bay xe oto nhà:)),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
mua xe hơi🤑🤑,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
t đi xe máy😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
cho em vẽ với,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
bắt taxi:)),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
tôi chạy con ex đi về lúc nào cũng duoc😅,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
đừng nói nhà tui chưa về 😂😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
HCM về Bình Thuận đi xe máy gần 3 tiếng là tới. Tốn 50k tiền xăng thôi :))),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
T đi xe nhà,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
đặt vé như nào vậy,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
tụi đi chx đc 1tiếng là tới r 😅,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Ủa voi dak lak kìa,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
top 0. Combo kẹo ngô và bí đao :))),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
gặp mình mình ở.lại làm tết xong ra tết nghĩ bù,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
may cho nhà t có ô tô con😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
đi xe máy muốn đi lúc nào trả dc,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Mấy năm trước t còn ở trong sg cứ 25 gần tết t chạy xe máy từ sài gòn về quảng bình 😅chạy 3 hôm về tới nhà,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
"1 ngày 1 đêm là tới nhà, mình ở nghệ an😅",https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
25 tiếng lận 😌,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
phương trang,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
đặt lun vé lên lại sg r😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
"Xe ngày thường nó chạy nhanh, xe ngày tết nó Fast and Furious",https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
tết tui đi xe Chính Nghĩa Bình Phước về Quảng Ngãi,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Hải Phòng💦,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Quảng Bình quê tôi ;))),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
7h xuất phát từ tphcm 6h tối tới quê :)))) kẹt xe cứng ngắc :)))),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
xưa parky nghèo thôi giờ làm gì có 😂😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
Lâu mới có cảm giác vậy thú vị phết😂,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
tôi ở quê sẵn r 😇,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
tôi sẽ flo cả tiktok 🥰,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
"THANH HOÁ … NĂM NÀY KHÔNG BIẾT 26, HAY 27 VỀ",https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
đi xe buồn đais đi đais thì bị lắc lư muốn ngã lun,https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
vé về 2 củ okok :),https://www.tiktok.com/@lipovitan.vn/video/7319370995943410952?is_from_webapp=1&sender_device=pc&web_id=7354348540027602449
